case_id,hit,precision,recall,gt,pred,case_query
case_3241,1,0.125,0.05555555555555555,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50695}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""92/2015/QH13"", ""aid"": 50892}, {""law_id"": ""92/2015/QH13"", ""aid"": 50931}, {""law_id"": ""91/2015/QH13"", ""aid"": 52810}, {""law_id"": ""91/2015/QH13"", ""aid"": 53065}, {""law_id"": ""91/2015/QH13"", ""aid"": 53068}, {""law_id"": ""91/2015/QH13"", ""aid"": 53069}, {""law_id"": ""91/2015/QH13"", ""aid"": 53071}, {""law_id"": ""91/2015/QH13"", ""aid"": 53072}, {""law_id"": ""91/2015/QH13"", ""aid"": 53087}, {""law_id"": ""91/2015/QH13"", ""aid"": 53089}, {""law_id"": ""91/2015/QH13"", ""aid"": 53090}, {""law_id"": ""91/2015/QH13"", ""aid"": 53233}, {""law_id"": ""91/2015/QH13"", ""aid"": 53236}, {""law_id"": ""91/2015/QH13"", ""aid"": 53238}]","[{""law_id"": ""47/2010/QH12"", ""aid"": 273}, {""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""26/2008/QH12"", ""aid"": 5378}, {""law_id"": ""92/2015/QH13"", ""aid"": 51142}, {""law_id"": ""92/2015/QH13"", ""aid"": 50931}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13610}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}]","Ngân hàng B khởi kiện bà Nguyễn Thị H, ông Nguyễn Văn S và con trai anh Nguyễn Thanh B về tranh chấp hợp đồng tín dụng và hợp đồng thế chấp quyền sử dụng đất, tài sản gắn liền. Ngân hàng yêu cầu buộc trả nợ gốc, lãi đến 19/10/2017 và cho phép xử lý tài sản bảo đảm để thu hồi nợ. Agent dự đoán nguyên đơn thắng kiện hay bị đơn thắng kiện?"
case_1087,0,0.0,0.0,"[{""law_id"": ""91/2015/QH13"", ""aid"": 53068}, {""law_id"": ""91/2015/QH13"", ""aid"": 53374}, {""law_id"": ""91/2015/QH13"", ""aid"": 53375}, {""law_id"": ""91/2015/QH13"", ""aid"": 53376}, {""law_id"": ""91/2015/QH13"", ""aid"": 53378}, {""law_id"": ""91/2015/QH13"", ""aid"": 53127}, {""law_id"": ""91/2015/QH13"", ""aid"": 53238}, {""law_id"": ""92/2015/QH13"", ""aid"": 50822}, {""law_id"": ""92/2015/QH13"", ""aid"": 50829}]","[{""law_id"": ""50/2014/QH13"", ""aid"": 57108}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""92/2015/QH13"", ""aid"": 50705}, {""law_id"": ""45/2013/QH13"", ""aid"": 56022}, {""law_id"": ""100/2015/QH13"", ""aid"": 56815}, {""law_id"": ""93/2015/QH13"", ""aid"": 14601}, {""law_id"": ""100/2015/QH13"", ""aid"": 56682}]",Bà Ngô Thị X khởi kiện vợ chồng ông Phạm Đức Tr và bà Trần Thị G về tranh chấp bồi thường thiệt hại ngoài hợp đồng do tài sản bị xâm phạm. Cụ thể căn nhà và giếng đào trên diện tích bà X nhận chuyển nhượng bằng giấy tay. Nguyên đơn yêu cầu bồi thường 50.000.000đ tiền nhà và 10.000.000đ tiền giếng. Agent dự đoán nguyên đơn thắng kiện hay bị đơn thắng kiện?
case_9052,0,0.0,0.0,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50702}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""45/2013/QH13"", ""aid"": 56000}, {""law_id"": ""45/2013/QH13"", ""aid"": 56055}, {""law_id"": ""45/2013/QH13"", ""aid"": 56116}, {""law_id"": ""45/2013/QH13"", ""aid"": 56117}]","[{""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""45/2013/QH13"", ""aid"": 56052}, {""law_id"": ""92/2015/QH13"", ""aid"": 50931}, {""law_id"": ""45/2013/QH13"", ""aid"": 56048}, {""law_id"": ""45/2013/QH13"", ""aid"": 56153}, {""law_id"": ""45/2013/QH13"", ""aid"": 56152}]","Bà Lâm Thị P kiện tranh chấp quyền sử dụng đất với bà Trần Ánh H (và bà Thạch Thị H) liên quan diện tích 1.370m2 thửa 521 tờ bản đồ số 4 tại ấp S, xã L, huyện C, tỉnh Trà Vinh. Nguyên đơn yêu cầu hủy giấy chứng nhận đã cấp cho hộ ông Thạch Ngọc B và công nhận quyền sử dụng đất, buộc các bên trả lại phần đất tương ứng. Theo bạn nguyên đơn thắng kiện hay bị đơn thắng kiện?"
case_5160,1,0.125,0.06666666666666667,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50931}, {""law_id"": ""91/2015/QH13"", ""aid"": 52991}, {""law_id"": ""91/2015/QH13"", ""aid"": 52993}, {""law_id"": ""91/2015/QH13"", ""aid"": 53270}, {""law_id"": ""91/2015/QH13"", ""aid"": 53273}, {""law_id"": ""91/2015/QH13"", ""aid"": 53382}, {""law_id"": ""91/2015/QH13"", ""aid"": 53385}, {""law_id"": ""91/2015/QH13"", ""aid"": 53393}, {""law_id"": ""91/2015/QH13"", ""aid"": 53419}, {""law_id"": ""91/2015/QH13"", ""aid"": 53420}, {""law_id"": ""91/2015/QH13"", ""aid"": 53421}, {""law_id"": ""91/2015/QH13"", ""aid"": 53428}, {""law_id"": ""45/2013/QH13"", ""aid"": 56045}]","[{""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""92/2015/QH13"", ""aid"": 50857}, {""law_id"": ""92/2015/QH13"", ""aid"": 51122}, {""law_id"": ""26/2008/QH12"", ""aid"": 5378}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""45/2013/QH13"", ""aid"": 56129}]","Ông Trần Đình H và bà Hoàng Thị T tranh chấp di sản thừa kế với bà Phùng Thị L cùng các con; đồng thời liên quan phần đất 2.325m² bị cắt 180m² chuyển nhượng để trả nợ và phần còn lại. Nguyên đơn yêu cầu chia di sản theo pháp luật, mỗi người nhận 166m². Nguyên đơn thắng kiện hay bị đơn thắng kiện?"
case_8147,1,0.25,0.11764705882352941,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""92/2015/QH13"", ""aid"": 50822}, {""law_id"": ""92/2015/QH13"", ""aid"": 50830}, {""law_id"": ""92/2015/QH13"", ""aid"": 50893}, {""law_id"": ""92/2015/QH13"", ""aid"": 50938}, {""law_id"": ""92/2015/QH13"", ""aid"": 50945}, {""law_id"": ""91/2015/QH13"", ""aid"": 52872}, {""law_id"": ""91/2015/QH13"", ""aid"": 52982}, {""law_id"": ""91/2015/QH13"", ""aid"": 53419}, {""law_id"": ""91/2015/QH13"", ""aid"": 53420}, {""law_id"": ""91/2015/QH13"", ""aid"": 53421}, {""law_id"": ""91/2015/QH13"", ""aid"": 53430}, {""law_id"": ""45/2013/QH13"", ""aid"": 56117}, {""law_id"": ""45/2013/QH13"", ""aid"": 56129}]","[{""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""45/2013/QH13"", ""aid"": 56129}, {""law_id"": ""92/2015/QH13"", ""aid"": 50882}, {""law_id"": ""92/2015/QH13"", ""aid"": 50931}, {""law_id"": ""92/2015/QH13"", ""aid"": 50691}]","Bà Nguyễn Thị L khởi kiện tranh chấp di sản thừa kế quyền sử dụng đất đối với cha mẹ là cụ Nguyễn Văn K và cụ Nguyễn Thị T2 đã chết không di chúc, liên quan thửa đất 286 tờ bản đồ số 1 tại ấp P xã Q huyện T tỉnh Trà Vinh. Nguyên đơn yêu cầu chia thừa kế theo pháp luật, thành 4 phần bằng nhau đối với phần di sản 2.184m², rồi xác định giá trị và thanh toán. Agent dự đoán nguyên đơn thắng kiện hay bị đơn thắng kiện?"
case_2238,0,0.0,0.0,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50699}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""92/2015/QH13"", ""aid"": 50822}, {""law_id"": ""92/2015/QH13"", ""aid"": 50830}, {""law_id"": ""92/2015/QH13"", ""aid"": 50892}, {""law_id"": ""91/2015/QH13"", ""aid"": 52892}, {""law_id"": ""91/2015/QH13"", ""aid"": 52897}, {""law_id"": ""91/2015/QH13"", ""aid"": 52898}, {""law_id"": ""91/2015/QH13"", ""aid"": 52908}, {""law_id"": ""91/2015/QH13"", ""aid"": 52989}, {""law_id"": ""91/2015/QH13"", ""aid"": 52993}, {""law_id"": ""45/2013/QH13"", ""aid"": 56056}, {""law_id"": ""52/2014/QH13"", ""aid"": 53900}, {""law_id"": ""91/2015/QH13"", ""aid"": 53238}]","[{""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""45/2013/QH13"", ""aid"": 56118}, {""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""45/2013/QH13"", ""aid"": 56117}, {""law_id"": ""92/2015/QH13"", ""aid"": 51142}, {""law_id"": ""45/2013/QH13"", ""aid"": 56050}, {""law_id"": ""45/2013/QH13"", ""aid"": 56049}]","Ông Nông Văn H và bà Đào Thị H khởi kiện ông Nguyễn Quang V, bà Vũ Thị Y về hợp đồng chuyển nhượng quyền sử dụng đất và tài sản gắn liền với đất đối với thửa đất có nhà cấp 4. Nguyên đơn yêu cầu bị đơn giao nhà đất; nếu không giao được thì hoàn trả 80.000.000 đồng. Agent dự đoán nguyên đơn thắng kiện hay bị đơn thắng kiện?"
case_614,1,0.125,0.05,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""92/2015/QH13"", ""aid"": 50822}, {""law_id"": ""92/2015/QH13"", ""aid"": 50830}, {""law_id"": ""92/2015/QH13"", ""aid"": 50849}, {""law_id"": ""92/2015/QH13"", ""aid"": 50892}, {""law_id"": ""92/2015/QH13"", ""aid"": 50893}, {""law_id"": ""92/2015/QH13"", ""aid"": 50938}, {""law_id"": ""91/2015/QH13"", ""aid"": 53458}, {""law_id"": ""91/2015/QH13"", ""aid"": 53403}, {""law_id"": ""91/2015/QH13"", ""aid"": 53405}, {""law_id"": ""91/2015/QH13"", ""aid"": 53444}, {""law_id"": ""91/2015/QH13"", ""aid"": 53445}, {""law_id"": ""91/2015/QH13"", ""aid"": 53446}, {""law_id"": ""91/2015/QH13"", ""aid"": 53451}, {""law_id"": ""91/2015/QH13"", ""aid"": 53455}, {""law_id"": ""91/2015/QH13"", ""aid"": 53393}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}]","[{""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""45/2013/QH13"", ""aid"": 56129}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""45/2013/QH13"", ""aid"": 56152}, {""law_id"": ""45/2013/QH13"", ""aid"": 56048}, {""law_id"": ""26/2008/QH12"", ""aid"": 5378}]","Ông Trần Văn Đ và ông Trần Văn T là nguyên đơn tranh chấp với ông Trần Quốc H (cùng nhiều người thừa kế khác) về di sản thừa kế là quyền sử dụng đất 432,1m2 và tài sản gắn liền trên đất thuộc thửa 51, tờ bản đồ 11 xã A. Nguyên đơn yêu cầu chia di sản thành 11 phần, ông T nhận hiện vật và thanh toán giá trị cho 10 người còn lại. Agent dự đoán nguyên đơn thắng kiện hay bị đơn thắng kiện?"
case_1959,0,0.0,0.0,"[{""law_id"": ""91/2015/QH13"", ""aid"": 53038}, {""law_id"": ""91/2015/QH13"", ""aid"": 53374}, {""law_id"": ""91/2015/QH13"", ""aid"": 53378}, {""law_id"": ""91/2015/QH13"", ""aid"": 53075}, {""law_id"": ""92/2015/QH13"", ""aid"": 50893}]","[{""law_id"": ""50/2014/QH13"", ""aid"": 57108}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""92/2015/QH13"", ""aid"": 50882}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13622}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""92/2015/QH13"", ""aid"": 50705}, {""law_id"": ""92/2015/QH13"", ""aid"": 50931}, {""law_id"": ""92/2015/QH13"", ""aid"": 51102}]",Ông Nguyễn Thanh S đại diện bà Đinh Thị L kiện ông Nguyễn Văn H (và bà Lê Thị Phước với tư cách liên quan/kế thừa) tranh chấp bồi thường thiệt hại do tài sản bị xâm phạm: hàng rào trụ xi măng lưới B40 bị sập ngã sau khi bên kia đào/nạo vét đường nước sát ranh giới. Nguyên đơn yêu cầu buộc bồi thường chi phí xây lại hàng rào theo giá trị chi phí cụ thể. Agent dự đoán nguyên đơn hay bị đơn sẽ thắng?
case_6425,0,0.0,0.0,"[{""law_id"": ""91/2015/QH13"", ""aid"": 53378}, {""law_id"": ""91/2015/QH13"", ""aid"": 53038}, {""law_id"": ""91/2015/QH13"", ""aid"": 53374}, {""law_id"": ""91/2015/QH13"", ""aid"": 53375}, {""law_id"": ""91/2015/QH13"", ""aid"": 53075}, {""law_id"": ""92/2015/QH13"", ""aid"": 50893}]","[{""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""45/2013/QH13"", ""aid"": 56052}, {""law_id"": ""45/2013/QH13"", ""aid"": 56064}, {""law_id"": ""45/2013/QH13"", ""aid"": 56022}, {""law_id"": ""92/2015/QH13"", ""aid"": 51142}]","Ông A tranh chấp quyền sử dụng đất với bà B, ông C và liên quan bà D, bà E, cùng UBND tỉnh Sóc Trăng. Vụ việc liên quan phần đất ông A bị lấn chiếm, đồng thời phần đất được UBND tỉnh cấp chồng lên. Ông A yêu cầu buộc các bên hoàn trả giá trị quyền sử dụng đất theo diện tích lấn chiếm và chồng lấn, tính theo giá Nhà nước. Agent dự đoán nguyên đơn thắng kiện hay bị đơn thắng kiện?"
case_3735,0,0.0,0.0,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""92/2015/QH13"", ""aid"": 50756}, {""law_id"": ""92/2015/QH13"", ""aid"": 50809}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""92/2015/QH13"", ""aid"": 50822}, {""law_id"": ""92/2015/QH13"", ""aid"": 50894}, {""law_id"": ""91/2015/QH13"", ""aid"": 53238}, {""law_id"": ""91/2015/QH13"", ""aid"": 53274}, {""law_id"": ""91/2015/QH13"", ""aid"": 53279}, {""law_id"": ""91/2015/QH13"", ""aid"": 53280}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13625}]","[{""law_id"": ""92/2015/QH13"", ""aid"": 51142}, {""law_id"": ""92/2015/QH13"", ""aid"": 50882}, {""law_id"": ""92/2015/QH13"", ""aid"": 50931}, {""law_id"": ""92/2015/QH13"", ""aid"": 51062}, {""law_id"": ""92/2015/QH13"", ""aid"": 51102}, {""law_id"": ""92/2015/QH13"", ""aid"": 51122}, {""law_id"": ""92/2015/QH13"", ""aid"": 50857}, {""law_id"": ""26/2008/QH12"", ""aid"": 5313}]","Anh Nguyễn T và chị Nguyễn T1 tranh chấp hợp đồng hợp tác, liên quan khoản hùn tiền thuê lại quán nước của chị Huỳnh Thị H ngày 07/02/2017. Tòa án xem xét nghĩa vụ hoàn trả tiền hùn thuê quán, đồng thời việc chia lời lỗ và tài sản chị T1 mua sắm phục vụ bán nước. Nguyên đơn yêu cầu chị T1 hoàn trả 30.000.000đ. Agent dự đoán nguyên đơn thắng kiện hay bị đơn thắng kiện?"
case_5860,0,0.0,0.0,"[{""law_id"": ""91/2015/QH13"", ""aid"": 52936}, {""law_id"": ""91/2015/QH13"", ""aid"": 53140}, {""law_id"": ""91/2015/QH13"", ""aid"": 53127}, {""law_id"": ""91/2015/QH13"", ""aid"": 53238}, {""law_id"": ""92/2015/QH13"", ""aid"": 50892}, {""law_id"": ""92/2015/QH13"", ""aid"": 50893}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13625}]","[{""law_id"": ""47/2010/QH12"", ""aid"": 273}, {""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""100/2015/QH13"", ""aid"": 56644}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""45/2013/QH13"", ""aid"": 56152}, {""law_id"": ""45/2013/QH13"", ""aid"": 56049}]","Công ty TNHH thương mại xuất nhập khẩu Hữu Thành P tranh chấp với anh Lê Quốc V về khoản nợ phát sinh từ giao dịch mua bán nhớt, liên quan “đơn xác nhận công nợ” và các hóa đơn cho cây xăng Phước L. Nguyên đơn yêu cầu anh V trả 22.187.000 đồng. Agent dự đoán nguyên đơn thắng kiện hay bị đơn thắng kiện?"
case_7467,1,0.375,0.1875,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""92/2015/QH13"", ""aid"": 50822}, {""law_id"": ""92/2015/QH13"", ""aid"": 50830}, {""law_id"": ""92/2015/QH13"", ""aid"": 50893}, {""law_id"": ""91/2015/QH13"", ""aid"": 53393}, {""law_id"": ""91/2015/QH13"", ""aid"": 53400}, {""law_id"": ""91/2015/QH13"", ""aid"": 53413}, {""law_id"": ""91/2015/QH13"", ""aid"": 53420}, {""law_id"": ""91/2015/QH13"", ""aid"": 53421}, {""law_id"": ""91/2015/QH13"", ""aid"": 53422}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13611}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13625}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}]","[{""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""52/2014/QH13"", ""aid"": 53938}, {""law_id"": ""91/2015/QH13"", ""aid"": 53421}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""91/2015/QH13"", ""aid"": 53414}, {""law_id"": ""52/2014/QH13"", ""aid"": 53905}]","Bà Võ Thị Huỳnh H1 và các đồng nguyên đơn gồm bà Võ Thị Huỳnh H2, bà Võ Thị Thanh H5, bà Võ Thị Thanh H6, ông Võ Thế H3, ông Võ Thế H4 tranh chấp di sản thừa kế của cụ Võ Văn M và cụ Phan Thị S với bị đơn ông Võ Thế Đ. Nguyên đơn yêu cầu chia thừa kế theo pháp luật đối với các phần đất, trừ phần đã tặng cho. Agent dự đoán nguyên đơn thắng hay bị đơn thắng?"
case_149,1,0.125,0.14285714285714285,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""45/2013/QH13"", ""aid"": 56117}, {""law_id"": ""52/2014/QH13"", ""aid"": 53917}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13611}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13625}]","[{""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""50/2014/QH13"", ""aid"": 57108}, {""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""45/2013/QH13"", ""aid"": 56022}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""66/2014/QH13"", ""aid"": 856}]","Ông Trần Xuân V khởi kiện vợ chồng ông Nguyễn Gia H, bà Nguyễn Thị L tranh chấp hợp đồng chuyển nhượng quyền sử dụng đất ký 09/10/2018, đồng thời yêu cầu trả lại tiền nhận và bồi thường thiệt hại theo thỏa thuận phạt. Agent dự đoán yêu cầu của nguyên đơn sẽ được chấp nhận hay không?"
case_3079,0,0.0,0.0,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""92/2015/QH13"", ""aid"": 50757}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""91/2015/QH13"", ""aid"": 53374}, {""law_id"": ""91/2015/QH13"", ""aid"": 53375}, {""law_id"": ""91/2015/QH13"", ""aid"": 53376}, {""law_id"": ""91/2015/QH13"", ""aid"": 53378}, {""law_id"": ""91/2015/QH13"", ""aid"": 53379}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13611}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13625}]","[{""law_id"": ""91/2015/QH13"", ""aid"": 53360}, {""law_id"": ""50/2014/QH13"", ""aid"": 57108}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""91/2015/QH13"", ""aid"": 53361}, {""law_id"": ""91/2015/QH13"", ""aid"": 53362}, {""law_id"": ""93/2015/QH13"", ""aid"": 14601}, {""law_id"": ""92/2015/QH13"", ""aid"": 50743}, {""law_id"": ""100/2015/QH13"", ""aid"": 56637}]","Ông V kiện ông T và bà H liên quan về bồi thường thiệt hại ngoài hợp đồng do bị xâm phạm sức khỏe, trong đó ông V yêu cầu bồi thường chi phí điều trị, mất thu nhập, mất thu nhập người chăm sóc, tổn thất tinh thần và thiệt hại tài sản gắn với hậu quả vụ việc. Agent hãy dự đoán nguyên đơn thắng kiện hay bị đơn thắng kiện."
case_8812,1,0.125,0.1111111111111111,"[{""law_id"": ""91/2015/QH13"", ""aid"": 53127}, {""law_id"": ""91/2015/QH13"", ""aid"": 53354}, {""law_id"": ""91/2015/QH13"", ""aid"": 53355}, {""law_id"": ""91/2015/QH13"", ""aid"": 53356}, {""law_id"": ""91/2015/QH13"", ""aid"": 53357}, {""law_id"": ""91/2015/QH13"", ""aid"": 53360}, {""law_id"": ""92/2015/QH13"", ""aid"": 50892}, {""law_id"": ""92/2015/QH13"", ""aid"": 50893}, {""law_id"": ""92/2015/QH13"", ""aid"": 50909}]","[{""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""91/2015/QH13"", ""aid"": 53362}, {""law_id"": ""91/2015/QH13"", ""aid"": 53360}, {""law_id"": ""91/2015/QH13"", ""aid"": 53361}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13611}, {""law_id"": ""91/2015/QH13"", ""aid"": 53376}, {""law_id"": ""92/2015/QH13"", ""aid"": 50857}, {""law_id"": ""50/2014/QH13"", ""aid"": 57108}]","Anh Trần Văn N khởi kiện các anh Đào Nhựt Q, Trần Quang V về bồi thường thiệt hại ngoài hợp đồng do bị đánh gây thương tích trong tiệc rượu ngày 24/11/2017, yêu cầu liên đới chi phí thuốc, viện phí, thu nhập bị mất và bù đắp tổn thất tinh thần. Agent dự đoán: nguyên đơn thắng kiện hay bị đơn thắng kiện?"
case_5057,0,0.0,0.0,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""92/2015/QH13"", ""aid"": 50751}, {""law_id"": ""92/2015/QH13"", ""aid"": 50756}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""92/2015/QH13"", ""aid"": 50822}, {""law_id"": ""92/2015/QH13"", ""aid"": 50830}, {""law_id"": ""92/2015/QH13"", ""aid"": 50936}, {""law_id"": ""92/2015/QH13"", ""aid"": 50938}, {""law_id"": ""91/2015/QH13"", ""aid"": 53044}, {""law_id"": ""91/2015/QH13"", ""aid"": 53121}, {""law_id"": ""91/2015/QH13"", ""aid"": 53123}, {""law_id"": ""45/2013/QH13"", ""aid"": 56116}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13647}]","[{""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""50/2014/QH13"", ""aid"": 56965}, {""law_id"": ""92/2015/QH13"", ""aid"": 50857}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""26/2008/QH12"", ""aid"": 5286}, {""law_id"": ""92/2015/QH13"", ""aid"": 51142}, {""law_id"": ""93/2015/QH13"", ""aid"": 14308}, {""law_id"": ""45/2013/QH13"", ""aid"": 55953}]","Ông HNA khởi kiện ông ĐTK (Đỗ Văn Hào) và bà HTKN về tranh chấp quyền sử dụng 52,7m2 đất, phát sinh từ việc ngày 20/10/2007 ông A lập tờ cam kết cho vợ chồng bị đơn mượn đất ở nhờ 5 năm để cất nhà, hết hạn không trả. Ông A yêu cầu tháo dỡ nhà, giao trả đất theo đo đạc. Theo bạn, ông A có khả năng thắng kiện hay bị đơn thắng kiện?"
